source,conflict_type,db_identity,db_external_id,db_target,db_path,snapshot_identity,snapshot_id,snapshot_target,snapshot_path,method,current_official_identity,past_identity,alias_relationship,target_separation_required,snapshot_version_change,parent_change,rename,id_reissued,manual_review,canonical_action
"musinsa","target_enrichment","musinsa:NULL:106004012:267","106004012","null","키즈 > 상의 > 피케/카라 티셔츠","musinsa:KIDS:106004012:947","106004012","KIDS","키즈 > 상의 > 피케/카라 티셔츠","id","106004012","106004012","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106005:247","106005","null","키즈 > 아우터","musinsa:KIDS:106005:948","106005","KIDS","키즈 > 아우터","id","106005","106005","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106005001:252","106005001","null","키즈 > 아우터 > 카디건","musinsa:KIDS:106005001:949","106005001","KIDS","키즈 > 아우터 > 카디건","id","106005001","106005001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106005002:249","106005002","null","키즈 > 아우터 > 코트","musinsa:KIDS:106005002:950","106005002","KIDS","키즈 > 아우터 > 코트","id","106005002","106005002","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106005003:251","106005003","null","키즈 > 아우터 > 베스트","musinsa:KIDS:106005003:951","106005003","KIDS","키즈 > 아우터 > 베스트","id","106005003","106005003","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106005004:250","106005004","null","키즈 > 아우터 > 점퍼/재킷","musinsa:KIDS:106005004:952","106005004","KIDS","키즈 > 아우터 > 점퍼/재킷","id","106005004","106005004","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106005005:248","106005005","null","키즈 > 아우터 > 기타 아우터","musinsa:KIDS:106005005:953","106005005","KIDS","키즈 > 아우터 > 기타 아우터","id","106005005","106005005","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106006:299","106006","null","키즈 > 바지","musinsa:KIDS:106006:954","106006","KIDS","키즈 > 바지","id","106006","106006","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106006001:303","106006001","null","키즈 > 바지 > 코튼 팬츠","musinsa:KIDS:106006001:955","106006001","KIDS","키즈 > 바지 > 코튼 팬츠","id","106006001","106006001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106006002:307","106006002","null","키즈 > 바지 > 데님 팬츠","musinsa:KIDS:106006002:956","106006002","KIDS","키즈 > 바지 > 데님 팬츠","id","106006002","106006002","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106006003:301","106006003","null","키즈 > 바지 > 숏 팬츠","musinsa:KIDS:106006003:957","106006003","KIDS","키즈 > 바지 > 숏 팬츠","id","106006003","106006003","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106006004:300","106006004","null","키즈 > 바지 > 레깅스","musinsa:KIDS:106006004:958","106006004","KIDS","키즈 > 바지 > 레깅스","id","106006004","106006004","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106006005:305","106006005","null","키즈 > 바지 > 치마바지","musinsa:KIDS:106006005:959","106006005","KIDS","키즈 > 바지 > 치마바지","id","106006005","106006005","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106006006:304","106006006","null","키즈 > 바지 > 점프슈트/오버올","musinsa:KIDS:106006006:960","106006006","KIDS","키즈 > 바지 > 점프슈트/오버올","id","106006006","106006006","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106006007:308","106006007","null","키즈 > 바지 > 트레이닝 팬츠","musinsa:KIDS:106006007:961","106006007","KIDS","키즈 > 바지 > 트레이닝 팬츠","id","106006007","106006007","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106006008:306","106006008","null","키즈 > 바지 > 조거 팬츠","musinsa:KIDS:106006008:962","106006008","KIDS","키즈 > 바지 > 조거 팬츠","id","106006008","106006008","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106006009:302","106006009","null","키즈 > 바지 > 기타 바지","musinsa:KIDS:106006009:963","106006009","KIDS","키즈 > 바지 > 기타 바지","id","106006009","106006009","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106007:194","106007","null","키즈 > 원피스/스커트","musinsa:KIDS:106007:964","106007","KIDS","키즈 > 원피스/스커트","id","106007","106007","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106007001:195","106007001","null","키즈 > 원피스/스커트 > 원피스","musinsa:KIDS:106007001:965","106007001","KIDS","키즈 > 원피스/스커트 > 원피스","id","106007001","106007001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106007002:196","106007002","null","키즈 > 원피스/스커트 > 스커트","musinsa:KIDS:106007002:966","106007002","KIDS","키즈 > 원피스/스커트 > 스커트","id","106007002","106007002","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106008:253","106008","null","키즈 > 세트 의류","musinsa:KIDS:106008:967","106008","KIDS","키즈 > 세트 의류","id","106008","106008","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106008001:254","106008001","null","키즈 > 세트 의류 > 상하복 세트","musinsa:KIDS:106008001:968","106008001","KIDS","키즈 > 세트 의류 > 상하복 세트","id","106008001","106008001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106008002:256","106008002","null","키즈 > 세트 의류 > 정장 세트","musinsa:KIDS:106008002:969","106008002","KIDS","키즈 > 세트 의류 > 정장 세트","id","106008002","106008002","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106008003:255","106008003","null","키즈 > 세트 의류 > 트레이닝복","musinsa:KIDS:106008003:970","106008003","KIDS","키즈 > 세트 의류 > 트레이닝복","id","106008003","106008003","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106009:206","106009","null","키즈 > 12개월 이하","musinsa:KIDS:106009:971","106009","KIDS","키즈 > 12개월 이하","id","106009","106009","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106009001:207","106009001","null","키즈 > 12개월 이하 > 우주복","musinsa:KIDS:106009001:972","106009001","KIDS","키즈 > 12개월 이하 > 우주복","id","106009001","106009001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106009002:208","106009002","null","키즈 > 12개월 이하 > 기타","musinsa:KIDS:106009002:973","106009002","KIDS","키즈 > 12개월 이하 > 기타","id","106009002","106009002","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106010:257","106010","null","키즈 > 시즌/테마","musinsa:KIDS:106010:974","106010","KIDS","키즈 > 시즌/테마","id","106010","106010","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106010001:258","106010001","null","키즈 > 시즌/테마 > 수영복/래시가드","musinsa:KIDS:106010001:975","106010001","KIDS","키즈 > 시즌/테마 > 수영복/래시가드","id","106010001","106010001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106010002:259","106010002","null","키즈 > 시즌/테마 > 스키복","musinsa:KIDS:106010002:976","106010002","KIDS","키즈 > 시즌/테마 > 스키복","id","106010002","106010002","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106010003:260","106010003","null","키즈 > 시즌/테마 > 우의/우산","musinsa:KIDS:106010003:977","106010003","KIDS","키즈 > 시즌/테마 > 우의/우산","id","106010003","106010003","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106011:233","106011","null","키즈 > 속옷/홈웨어","musinsa:KIDS:106011:978","106011","KIDS","키즈 > 속옷/홈웨어","id","106011","106011","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106011001:235","106011001","null","키즈 > 속옷/홈웨어 > 속옷","musinsa:KIDS:106011001:979","106011001","KIDS","키즈 > 속옷/홈웨어 > 속옷","id","106011001","106011001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106011002:234","106011002","null","키즈 > 속옷/홈웨어 > 홈웨어","musinsa:KIDS:106011002:980","106011002","KIDS","키즈 > 속옷/홈웨어 > 홈웨어","id","106011002","106011002","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106012:197","106012","null","키즈 > 신발","musinsa:KIDS:106012:981","106012","KIDS","키즈 > 신발","id","106012","106012","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106012001:203","106012001","null","키즈 > 신발 > 구두","musinsa:KIDS:106012001:982","106012001","KIDS","키즈 > 신발 > 구두","id","106012001","106012001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106012002:205","106012002","null","키즈 > 신발 > 부츠","musinsa:KIDS:106012002:983","106012002","KIDS","키즈 > 신발 > 부츠","id","106012002","106012002","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106012003:198","106012003","null","키즈 > 신발 > 샌들/슬리퍼","musinsa:KIDS:106012003:984","106012003","KIDS","키즈 > 신발 > 샌들/슬리퍼","id","106012003","106012003","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106012004:201","106012004","null","키즈 > 신발 > 실내화","musinsa:KIDS:106012004:985","106012004","KIDS","키즈 > 신발 > 실내화","id","106012004","106012004","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106012005:200","106012005","null","키즈 > 신발 > 아쿠아슈즈","musinsa:KIDS:106012005:986","106012005","KIDS","키즈 > 신발 > 아쿠아슈즈","id","106012005","106012005","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106012006:199","106012006","null","키즈 > 신발 > 레인 부츠","musinsa:KIDS:106012006:987","106012006","KIDS","키즈 > 신발 > 레인 부츠","id","106012006","106012006","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106012007:204","106012007","null","키즈 > 신발 > 운동화","musinsa:KIDS:106012007:988","106012007","KIDS","키즈 > 신발 > 운동화","id","106012007","106012007","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106012008:202","106012008","null","키즈 > 신발 > 기타 신발","musinsa:KIDS:106012008:989","106012008","KIDS","키즈 > 신발 > 기타 신발","id","106012008","106012008","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106013:309","106013","null","키즈 > 가방/지갑","musinsa:KIDS:106013:990","106013","KIDS","키즈 > 가방/지갑","id","106013","106013","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106013001:313","106013001","null","키즈 > 가방/지갑 > 백팩","musinsa:KIDS:106013001:991","106013001","KIDS","키즈 > 가방/지갑 > 백팩","id","106013001","106013001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106013002:310","106013002","null","키즈 > 가방/지갑 > 크로스 백","musinsa:KIDS:106013002:992","106013002","KIDS","키즈 > 가방/지갑 > 크로스 백","id","106013002","106013002","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106013003:312","106013003","null","키즈 > 가방/지갑 > 기타 가방","musinsa:KIDS:106013003:993","106013003","KIDS","키즈 > 가방/지갑 > 기타 가방","id","106013003","106013003","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106013004:311","106013004","null","키즈 > 가방/지갑 > 지갑","musinsa:KIDS:106013004:994","106013004","KIDS","키즈 > 가방/지갑 > 지갑","id","106013004","106013004","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106014:223","106014","null","키즈 > 모자","musinsa:KIDS:106014:995","106014","KIDS","키즈 > 모자","id","106014","106014","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106014001:225","106014001","null","키즈 > 모자 > 캡/야구모자","musinsa:KIDS:106014001:996","106014001","KIDS","키즈 > 모자 > 캡/야구모자","id","106014001","106014001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106014002:227","106014002","null","키즈 > 모자 > 베레모/비니","musinsa:KIDS:106014002:997","106014002","KIDS","키즈 > 모자 > 베레모/비니","id","106014002","106014002","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106014003:226","106014003","null","키즈 > 모자 > 버킷/사파리햇","musinsa:KIDS:106014003:998","106014003","KIDS","키즈 > 모자 > 버킷/사파리햇","id","106014003","106014003","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106014004:224","106014004","null","키즈 > 모자 > 기타 모자","musinsa:KIDS:106014004:999","106014004","KIDS","키즈 > 모자 > 기타 모자","id","106014004","106014004","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106015:236","106015","null","키즈 > 액세서리/소품","musinsa:KIDS:106015:1000","106015","KIDS","키즈 > 액세서리/소품","id","106015","106015","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106015001:242","106015001","null","키즈 > 액세서리/소품 > 양말","musinsa:KIDS:106015001:1001","106015001","KIDS","키즈 > 액세서리/소품 > 양말","id","106015001","106015001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106015002:238","106015002","null","키즈 > 액세서리/소품 > 마스크","musinsa:KIDS:106015002:1002","106015002","KIDS","키즈 > 액세서리/소품 > 마스크","id","106015002","106015002","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106015003:240","106015003","null","키즈 > 액세서리/소품 > 머플러/장갑","musinsa:KIDS:106015003:1003","106015003","KIDS","키즈 > 액세서리/소품 > 머플러/장갑","id","106015003","106015003","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106015004:243","106015004","null","키즈 > 액세서리/소품 > 시계","musinsa:KIDS:106015004:1004","106015004","KIDS","키즈 > 액세서리/소품 > 시계","id","106015004","106015004","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106015005:241","106015005","null","키즈 > 액세서리/소품 > 기타 액세서리","musinsa:KIDS:106015005:1005","106015005","KIDS","키즈 > 액세서리/소품 > 기타 액세서리","id","106015005","106015005","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106015006:244","106015006","null","키즈 > 액세서리/소품 > 팔찌","musinsa:KIDS:106015006:1006","106015006","KIDS","키즈 > 액세서리/소품 > 팔찌","id","106015006","106015006","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106015007:245","106015007","null","키즈 > 액세서리/소품 > 반지","musinsa:KIDS:106015007:1007","106015007","KIDS","키즈 > 액세서리/소품 > 반지","id","106015007","106015007","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106015008:246","106015008","null","키즈 > 액세서리/소품 > 목걸이/팬던트","musinsa:KIDS:106015008:1008","106015008","KIDS","키즈 > 액세서리/소품 > 목걸이/팬던트","id","106015008","106015008","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106015009:237","106015009","null","키즈 > 액세서리/소품 > 헤어 액세서리","musinsa:KIDS:106015009:1009","106015009","KIDS","키즈 > 액세서리/소품 > 헤어 액세서리","id","106015009","106015009","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106015010:239","106015010","null","키즈 > 액세서리/소품 > 선글라스/안경테","musinsa:KIDS:106015010:1010","106015010","KIDS","키즈 > 액세서리/소품 > 선글라스/안경테","id","106015010","106015010","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106016:209","106016","null","키즈 > 장난감","musinsa:KIDS:106016:1011","106016","KIDS","키즈 > 장난감","id","106016","106016","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106016001:212","106016001","null","키즈 > 장난감 > 블록/퍼즐","musinsa:KIDS:106016001:1012","106016001","KIDS","키즈 > 장난감 > 블록/퍼즐","id","106016001","106016001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106016001001:214","106016001001","null","키즈 > 장난감 > 블록/퍼즐 > 블록","musinsa:KIDS:106016001001:1013","106016001001","KIDS","키즈 > 장난감 > 블록/퍼즐 > 블록","id","106016001001","106016001001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106016001002:215","106016001002","null","키즈 > 장난감 > 블록/퍼즐 > 퍼즐","musinsa:KIDS:106016001002:1014","106016001002","KIDS","키즈 > 장난감 > 블록/퍼즐 > 퍼즐","id","106016001002","106016001002","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106016001003:213","106016001003","null","키즈 > 장난감 > 블록/퍼즐 > 레고","musinsa:KIDS:106016001003:1015","106016001003","KIDS","키즈 > 장난감 > 블록/퍼즐 > 레고","id","106016001003","106016001003","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106016002:219","106016002","null","키즈 > 장난감 > 작동 완구","musinsa:KIDS:106016002:1016","106016002","KIDS","키즈 > 장난감 > 작동 완구","id","106016002","106016002","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106016003:220","106016003","null","키즈 > 장난감 > 승용 완구","musinsa:KIDS:106016003:1017","106016003","KIDS","키즈 > 장난감 > 승용 완구","id","106016003","106016003","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106016003001:222","106016003001","null","키즈 > 장난감 > 승용 완구 > 킥보드","musinsa:KIDS:106016003001:1018","106016003001","KIDS","키즈 > 장난감 > 승용 완구 > 킥보드","id","106016003001","106016003001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106016003002:221","106016003002","null","키즈 > 장난감 > 승용 완구 > 기타 승용 완구","musinsa:KIDS:106016003002:1019","106016003002","KIDS","키즈 > 장난감 > 승용 완구 > 기타 승용 완구","id","106016003002","106016003002","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106016004:211","106016004","null","키즈 > 장난감 > 인형","musinsa:KIDS:106016004:1020","106016004","KIDS","키즈 > 장난감 > 인형","id","106016004","106016004","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106016005:217","106016005","null","키즈 > 장난감 > 신생아 완구","musinsa:KIDS:106016005:1021","106016005","KIDS","키즈 > 장난감 > 신생아 완구","id","106016005","106016005","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106016006:218","106016006","null","키즈 > 장난감 > 교구","musinsa:KIDS:106016006:1022","106016006","KIDS","키즈 > 장난감 > 교구","id","106016006","106016006","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106016007:210","106016007","null","키즈 > 장난감 > 기타 장난감","musinsa:KIDS:106016007:1023","106016007","KIDS","키즈 > 장난감 > 기타 장난감","id","106016007","106016007","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106016008:216","106016008","null","키즈 > 장난감 > 놀이","musinsa:KIDS:106016008:1024","106016008","KIDS","키즈 > 장난감 > 놀이","id","106016008","106016008","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106017:228","106017","null","키즈 > 교육","musinsa:KIDS:106017:1025","106017","KIDS","키즈 > 교육","id","106017","106017","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106017001:229","106017001","null","키즈 > 교육 > 문구","musinsa:KIDS:106017001:1026","106017001","KIDS","키즈 > 교육 > 문구","id","106017001","106017001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106017002:230","106017002","null","키즈 > 교육 > 도서/CD","musinsa:KIDS:106017002:1027","106017002","KIDS","키즈 > 교육 > 도서/CD","id","106017002","106017002","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
"musinsa","target_enrichment","musinsa:NULL:106017002001:231","106017002001","null","키즈 > 교육 > 도서/CD > 전집/세트","musinsa:KIDS:106017002001:1028","106017002001","KIDS","키즈 > 교육 > 도서/CD > 전집/세트","id","106017002001","106017002001","false","true","true","false","false","false","true","same source category; preserve NULL audience history and add versioned KIDS audience assignment"
