"쇼핑몰","원본 카테고리 경로","원본 실측 항목명","등장 상품 수","카테고리 상품 수","확보율","표준 실측명 후보","매핑 확실성","단위","측정 기준 설명","동명 이의어·이명 동의어","교차 비교 가능 여부","측정 기준 차이·제한 사유"
"무신사","상의 / 민소매 티셔츠","어깨너비","1","1","1/1 = 100.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","상의 / 민소매 티셔츠","총장","1","1","1/1 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","상의 / 민소매 티셔츠","가슴단면","1","1","1/1 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","상의 / 민소매 티셔츠","어깨너비","1","1","1/1 = 100.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","상의 / 긴소매 티셔츠","총장","2","2","2/2 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","상의 / 긴소매 티셔츠","어깨너비","2","2","2/2 = 100.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","상의 / 긴소매 티셔츠","가슴단면","2","2","2/2 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","상의 / 긴소매 티셔츠","소매길이","2","2","2/2 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","상의 / 니트/스웨터","총장","1","1","1/1 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","상의 / 니트/스웨터","어깨너비","1","1","1/1 = 100.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","상의 / 니트/스웨터","가슴단면","1","1","1/1 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","상의 / 니트/스웨터","소매길이","1","1","1/1 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","상의 / 기타 상의","총장","1","1","1/1 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","상의 / 기타 상의","가슴단면","1","1","1/1 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","상의 / 기타 상의","어깨너비","1","1","1/1 = 100.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 후드 집업","총장","6","6","6/6 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 후드 집업","가슴단면","6","6","6/6 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 후드 집업","소매길이","6","6","6/6 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 후드 집업","어깨너비","2","6","2/6 = 33.3%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 카디건","총장","16","19","16/19 = 84.2%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 카디건","가슴단면","16","19","16/19 = 84.2%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 카디건","소매길이","16","19","16/19 = 84.2%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 카디건","어깨너비","15","19","15/19 = 78.9%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 트레이닝 재킷","총장","2","2","2/2 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 트레이닝 재킷","어깨너비","1","2","1/2 = 50.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 트레이닝 재킷","가슴단면","2","2","2/2 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 트레이닝 재킷","소매길이","2","2","2/2 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 나일론/코치 재킷","총장","2","3","2/3 = 66.7%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 나일론/코치 재킷","가슴단면","2","3","2/3 = 66.7%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 나일론/코치 재킷","소매길이","2","3","2/3 = 66.7%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 나일론/코치 재킷","어깨너비","1","3","1/3 = 33.3%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 나일론/코치 재킷","총장","6","6","6/6 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 나일론/코치 재킷","가슴단면","6","6","6/6 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 나일론/코치 재킷","소매길이","6","6","6/6 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 나일론/코치 재킷","어깨너비","3","6","3/6 = 50.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 나일론/코치 재킷","총장","4","4","4/4 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 나일론/코치 재킷","어깨너비","2","4","2/4 = 50.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 나일론/코치 재킷","가슴단면","4","4","4/4 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 나일론/코치 재킷","소매길이","4","4","4/4 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 슈트/블레이저 재킷","총장","3","4","3/4 = 75.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 슈트/블레이저 재킷","어깨너비","3","4","3/4 = 75.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 슈트/블레이저 재킷","가슴단면","3","4","3/4 = 75.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 슈트/블레이저 재킷","소매길이","3","4","3/4 = 75.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 기타 아우터","총장","1","1","1/1 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 기타 아우터","어깨너비","1","1","1/1 = 100.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 기타 아우터","가슴단면","1","1","1/1 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 기타 아우터","소매길이","1","1","1/1 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 기타 아우터","총장","1","1","1/1 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 기타 아우터","어깨너비","1","1","1/1 = 100.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 기타 아우터","가슴단면","1","1","1/1 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 기타 아우터","소매길이","1","1","1/1 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 슈트/블레이저 재킷","총장","5","5","5/5 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 슈트/블레이저 재킷","어깨너비","5","5","5/5 = 100.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 슈트/블레이저 재킷","가슴단면","5","5","5/5 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 슈트/블레이저 재킷","소매길이","5","5","5/5 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 후드 집업","총장","1","1","1/1 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 후드 집업","어깨너비","1","1","1/1 = 100.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 후드 집업","가슴단면","1","1","1/1 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 후드 집업","소매길이","1","1","1/1 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 카디건","총장","3","3","3/3 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 카디건","어깨너비","3","3","3/3 = 100.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 카디건","가슴단면","3","3","3/3 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 카디건","소매길이","3","3","3/3 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 후드 집업","총장","1","1","1/1 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 후드 집업","어깨너비","1","1","1/1 = 100.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 후드 집업","가슴단면","1","1","1/1 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 후드 집업","소매길이","1","1","1/1 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 아우터 / 나일론/코치 재킷","총장","1","1","1/1 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 아우터 / 나일론/코치 재킷","어깨너비","1","1","1/1 = 100.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 아우터 / 나일론/코치 재킷","가슴단면","1","1","1/1 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 아우터 / 나일론/코치 재킷","소매길이","1","1","1/1 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 경량 패딩/패딩 베스트 / 경량 패딩","총장","1","1","1/1 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 경량 패딩/패딩 베스트 / 경량 패딩","어깨너비","1","1","1/1 = 100.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 경량 패딩/패딩 베스트 / 경량 패딩","가슴단면","1","1","1/1 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 경량 패딩/패딩 베스트 / 경량 패딩","소매길이","1","1","1/1 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 경량 패딩/패딩 베스트 / 경량 패딩","총장","1","1","1/1 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 경량 패딩/패딩 베스트 / 경량 패딩","어깨너비","1","1","1/1 = 100.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","아우터 / 경량 패딩/패딩 베스트 / 경량 패딩","가슴단면","1","1","1/1 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
