audience,product_id,observed_id,queue_audience,source_dataset,source_raw_path,source_raw_sha256,final_path,status,evidence_source,json_ld_status,hydration_status,both_valid,evidence_conflict,audience_matches,breadcrumb_depth,is_db_candidate,db_candidate_reason,unresolved_reason
MEN,E482260-000,E482260-000,MEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E482260-000.html,229c6d08a595c609918e597fb665f0e8cb52e99139ee8732e173114ab61bca8e,라운지 팬츠 > 라운지 팬츠 > 쇼트 팬츠,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
MEN,E482299-000,E482299-000,MEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E482299-000.html,cd3de0b01f9535a7a0491dc8434fbfad8e923f494b2b6080f1373a7b990e9e9d,티셔츠 & 스웨트셔츠 & UT > 티셔츠 (반팔 & 긴팔) > DRY-EX,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
MEN,E482758-000,E482758-000,MEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E482758-000.html,86d18c5ef82071305c5ad58eab8f948fcc66bd371591cd1668891422b71eaeb5,팬츠 > 스웨트 팬츠 & 조거 팬츠 > 스웨트,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
MEN,E482883-000,E482883-000,MEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E482883-000.html,e577ed68ca28e7142c0aa94d673f4974a75724e4ac675fddd3bfe50f704e6ac6,팬츠 > 와이드 팬츠 > 유틸리티(카고ㆍ커브),resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
MEN,E482939-000,E482939-000,MEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E482939-000.html,b801dd762b5bfe1c86b68ea6d85914de7442e364b44b557a16f7f8213e1ee209,스포츠 유틸리티 웨어 > 팬츠 > 기어 팬츠,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
MEN,E482942-000,E482942-000,MEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E482942-000.html,dd698ef0235aee88b392a7bb86fe6d8289ab689d7002610f6dcfc81e5ac84969,Special Collaborations > UNIQLO and JW ANDERSON > Bottoms,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
MEN,E482965-000,E482965-000,MEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E482965-000.html,cd8e009b9631053086ca8e1b4846a5e6e3a8e3fba4a9f358382ada498f8e0a44,Special Collaborations > Uniqlo U > Bottoms,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
MEN,E483970-000,E483970-000,MEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E483970-000.html,9df0a1a2beed948d195ab1df55995648b3f22e28203944c30db1b490bf4205a3,티셔츠 & 스웨트셔츠 & UT > 티셔츠 (반팔 & 긴팔) > DRY-EX,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
MEN,E484080-000,E484080-000,MEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E484080-000.html,7f6b9adfafe01af8fa1dd75438f531306e8377b0650a8aab784552314b24bc9b,티셔츠 & 스웨트셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 긴팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
MEN,E484209-000,E484209-000,MEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E484209-000.html,991ad5c04a5b87edcf86bdd1ebf2401ddb45dd65c903cca0309f8d087c0985c9,팬츠 > 쇼트 팬츠(반바지) > 데님 & 코튼,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E424873-000,E424873-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E424873-000.html,a8a55ee0eddd43d6d8376ea8a41fbc3713a0cd68260455c6de96f118ef2d6856,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E465751-000,E465751-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E465751-000.html,9b8f5111ebe9d5989f035dabeda18920fb23b3f340a3ceb799da725041cda732,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 긴팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E465755-000,E465755-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E465755-000.html,5b38d00228156fc7b00bb6d8cc11f857ad2b47da34662ff1368069997fe7b273,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E465760-000,E465760-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E465760-000.html,23ad08b5fe0a1f2c42a2e409770c744f050e1be35f60ec24deafefd848a03a3d,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E470143-000,E470143-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E470143-000.html,51cb39d04b0be823b60ef09b930b75a0923483eedda89e56f6c9c491af1a2001,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 긴팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E476225-000,E476225-000,MEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E476225-000.html,8f10345e78f5b67e9c1635ed5d1b4d8d3cb0766beb98ec3023ffe4a721e38707,팬츠 > 스웨트 팬츠 & 조거 팬츠 > 유니섹스,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E480054-000,E480054-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E480054-000.html,498bb379596e6c2d21e03f84f0624090ec58fc18b9c0cdbefb650be03479aece,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E480302-000,E480302-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E480302-000.html,4d356dbe78fe9b88dfa9c3ceb24bbedc3905801b0cd71cde7ac262b6ea8d6f22,팬츠 > 쇼트 팬츠(반바지) > 스코츠,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E482286-000,E482286-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E482286-000.html,7c374c609ccc1850e3fac86b2ea6a8c2350e768bbfb484102dcc9dc5696fb905,원피스 & 스커트 > 스커트 > 플레어,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E482658-000,E482658-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E482658-000.html,1e5843f18423dae5483e25342f61ae3f82090d88314a024587c55be8f4844490,원피스 & 스커트 > 스커트 > 플리츠,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E482982-000,E482982-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E482982-000.html,a9c04a707a703e83aa559df3a844a4a8dc70802f172a1d5e7c20a588570397e7,원피스 & 스커트 > 원피스 > 슬리브리스 원피스,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E482983-000,E482983-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E482983-000.html,aca94498ba3db27cbdab64b5eba14ae1e9bc8ee2413d8976aa120d7ada807dda,원피스 & 스커트 > 원피스 > 슬리브리스 원피스,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E483268-000,E483268-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E483268-000.html,182714841ffbd1dea4585ebcbb570cbde369a8e80754f462d41015b497e49746,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E483461-000,E483461-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E483461-000.html,e0cd69c3b09ee5e7d6fb8580a82a4b9dd1cbe02cbf9fb2efb3e926d33faa57b6,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E482937-000,E482937-000,MEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E482937-000.html,d2f556d7ffd4ecec639d114069ee55de26a4c50b0c05ad7a72092ccd2bc8b78e,팬츠 > 쇼트 팬츠(반바지) > 유니섹스,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E483463-000,E483463-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E483463-000.html,d42e0bb053998edf4cadee2f6939333254bd80e0c9d54559daecbafeaeffe760,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E483479-000,E483479-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E483479-000.html,5b6212aacf8c0cea808ed31a96cad350f748d3a1dd574a56b691d43e58d05f3a,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 슬리브리스,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E483535-000,E483535-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E483535-000.html,51b431c859071c7b10ef3a1c2df21843e7acb1f956b9804725a188249a3ca756,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E482944-000,E482944-000,MEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E482944-000.html,1522d9614018b5e427763c375c035a2b74c7cd0295dc4be88b2dc6d281000068,팬츠 > 쇼트 팬츠(반바지) > 유니섹스,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
WOMEN,E483536-000,E483536-000,WOMEN,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E483536-000.html,76d2f2f4c1c720b620f7ffc55a45ee8c6ffae4566e720b749ab8883a4a8d34b1,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 긴팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
KIDS,E474592-000,E474592-000,KIDS,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E474592-000.html,7677716e02e4a3dd80c4329b99b7718bc4187db7f9c6e23466d656e204ba374a,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 에어리즘 코튼,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
KIDS,E474832-000,E474832-000,KIDS,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E474832-000.html,b2608a2fa4b5f22d2485cc48da6c2d614f6b6e7564c289d2331f441ac54a10d2,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 에어리즘 코튼,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
KIDS,E483348-000,E483348-000,KIDS,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E483348-000.html,6183a6e60bae00fa8a95ca6bafe7a84272aab11a76e91755408855ea2ccf1c37,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 걸즈,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
KIDS,E483349-000,E483349-000,KIDS,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E483349-000.html,5f8228480e480b23286c0129a0963909370a94f8fae53335cfcc162b35c6a2a8,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 그래픽 티셔츠,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
KIDS,E483350-000,E483350-000,KIDS,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E483350-000.html,48da86d306f3f94c4619a9828f4874c217991e0abce0001c76798bc722b7b320,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 그래픽 티셔츠,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
KIDS,E483351-000,E483351-000,KIDS,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E483351-000.html,78b7c20c55c9becccd36a4706814e9001ffc61bba1ffd700971dc832bff89e93,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 그래픽 티셔츠,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
KIDS,E483352-000,E483352-000,KIDS,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E483352-000.html,26e9fcff41b510ccb95027ea3d77861e4bdc24db4da0187530716d8d1a684959,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 그래픽 티셔츠,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
KIDS,E483373-000,E483373-000,KIDS,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E483373-000.html,47bf57d99c0a389d39a0b22c42de93e8d106e2d2383a9b430dc535202a54af2e,티셔츠 & UT > 그래픽티셔츠 > mofusand,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
KIDS,E483377-000,E483377-000,KIDS,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E483377-000.html,5e924d71cc8069ee0d4f95f5dfe6bae08034cf298ebd02db471ba97e3ffb9e1d,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
KIDS,E483382-000,E483382-000,KIDS,CategoryCorpus-live-medium,Docs/Research/CategoryCorpus-live-medium/raw/uniqlo/products/E483382-000.html,00c7e303406035adb52af19c88f9ce4c5a5bf6f8c72f4203051a764a0bf8f1e6,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
BABY,E481772-000,E481772-000-00,BABY,CategoryCorpus-live-baby-10-v2,/Users/jinyoung/Documents/Projects/FitMatch/FitMatch/Docs/Research/CategoryCorpus-live-baby-10-v2/raw/uniqlo/products/E481772-000.html,bfb04c8e2c8a3fbb670cbb27b43d3c93b4d9eade55902cf1ba67541222e1e96a,신생아(0개월~2세) > 바디수트 > 반팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
BABY,E481769-000,E481769-000-00,BABY,CategoryCorpus-live-baby-10-v2,/Users/jinyoung/Documents/Projects/FitMatch/FitMatch/Docs/Research/CategoryCorpus-live-baby-10-v2/raw/uniqlo/products/E481769-000.html,93991c3a8d83f25ee00c73bec148fd1681d5d99961b2c3d9e6065c529fbc7853,신생아(0개월~2세) > 바디수트 > 코튼메쉬,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
BABY,E487909-001,E487909-001-00,BABY,CategoryCorpus-live-baby-10-v2,/Users/jinyoung/Documents/Projects/FitMatch/FitMatch/Docs/Research/CategoryCorpus-live-baby-10-v2/raw/uniqlo/products/E487909-001.html,529073cd632e41983e9a1818cda0ce6a4f69b2b73cdf59c7af0df232ed2b60a9,신생아(0개월~2세) > 바디수트 > 반팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
BABY,E481764-000,E481764-000-00,BABY,CategoryCorpus-live-baby-10-v2,/Users/jinyoung/Documents/Projects/FitMatch/FitMatch/Docs/Research/CategoryCorpus-live-baby-10-v2/raw/uniqlo/products/E481764-000.html,06fa6c94a6ac1b89877fea50355dc34d7ace1c60f7161c29c65ef7606c3a00ae,신생아(0개월~2세) > 바디수트 > 코튼메쉬,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
BABY,E481761-000,E481761-000-00,BABY,CategoryCorpus-live-baby-10-v2,/Users/jinyoung/Documents/Projects/FitMatch/FitMatch/Docs/Research/CategoryCorpus-live-baby-10-v2/raw/uniqlo/products/E481761-000.html,aeec6cdf2564d15f52aadd7d2250e786dc7c39d4f268d773f5211866c556a45a,신생아(0개월~2세) > 바디수트 > 코튼메쉬,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
BABY,E473721-000,E473721-000-00,BABY,CategoryCorpus-live-baby-10-v2,/Users/jinyoung/Documents/Projects/FitMatch/FitMatch/Docs/Research/CategoryCorpus-live-baby-10-v2/raw/uniqlo/products/E473721-000.html,e4caa4a60722abef66eaa7aa1f00127ce03b2d7cd5b57606e37958049a1ae8ae,신생아(0개월~2세) > 바디수트 > 코튼메쉬,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
BABY,E444812-000,E444812-000-01,BABY,CategoryCorpus-live-baby-10-v2,/Users/jinyoung/Documents/Projects/FitMatch/FitMatch/Docs/Research/CategoryCorpus-live-baby-10-v2/raw/uniqlo/products/E444812-000.html,d1c993534750d472f9a6b10a3426ddc479ca350bf4d709a9b77d437f7efe323a,신생아(0개월~2세) > 바디수트 > 코튼메쉬,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
BABY,E486378-000,E486378-000-00,BABY,CategoryCorpus-live-baby-10-v2,/Users/jinyoung/Documents/Projects/FitMatch/FitMatch/Docs/Research/CategoryCorpus-live-baby-10-v2/raw/uniqlo/products/E486378-000.html,6c52cab16011f7d9230e7e54ee024ac6c284828fd5de6e5096e70981449d5ecf,신생아(0개월~2세) > 바디수트 > 긴팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
BABY,E486380-000,E486380-000-00,BABY,CategoryCorpus-live-baby-10-v2,/Users/jinyoung/Documents/Projects/FitMatch/FitMatch/Docs/Research/CategoryCorpus-live-baby-10-v2/raw/uniqlo/products/E486380-000.html,5a773fa157ce35431e0ae1d19bc7641f44fe55ed90a16aa3534701ce1487c2d6,신생아(0개월~2세) > 바디수트 > 긴팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
BABY,E489530-000,E489530-000-00,BABY,CategoryCorpus-live-baby-10-v2,/Users/jinyoung/Documents/Projects/FitMatch/FitMatch/Docs/Research/CategoryCorpus-live-baby-10-v2/raw/uniqlo/products/E489530-000.html,92a3048539604b06560fd093bf3f0f593d36f1d860f650fa6639fec508bfc9f6,신생아(0개월~2세) > 바디수트 > 긴팔,resolved,uniqlo_hydration,unresolved,resolved,False,False,True,4,True,not excluded by current known-category policy,
